,Treshold,PDB,Chain,N,Res,Rfac,Method,N_sc,N_bb,N_naa,N_hlx,N_beta,Compound,k,Ratio,N_pdb,N_nc,Domains,sigma,a0
1722,25,1UDV,B,86,1.85,0.24,X,86,86,0,32,31,' DNA binding protein sso10b',2.05885310999,35.2758440917,86.0,221.0,1.0,6.3,3.8
1723,25,2XVT,C,79,2.05,0.20,X,79,79,0,56,0,' receptor activity-modifying protein 2',3.45840611152,59.2554146792,80.0,174.0,1000.0,6.3,3.8
1724,25,3MA2,B,118,2.05,0.20,X,117,117,1,24,49,' metalloproteinase inhibitor 1',2.33168240581,39.950429013,117.0,311.0,1.0,6.3,3.8
1725,25,1ULI,B,177,2.20,0.17,X,177,177,0,45,70,' biphenyl dioxygenase small subunit',3.94093915297,67.5230080576,177.0,428.0,1.0,6.3,3.8
1726,25,2DYO,B,36,1.97,0.22,X,36,36,0,21,0,' autophagy protein 16',4.15424161587,71.1776759838,36.0,47.0,1000.0,6.3,3.8
1727,25,2UWI,A,127,2.00,0.21,X,127,127,0,0,57,' crme protein',2.6134686162,44.7784793372,127.0,340.0,1000.0,6.3,3.8
1728,25,3T7Y,A,94,2.10,0.19,X,94,94,0,44,23,' yop proteins translocation protein u',1.9335824203,33.1294892608,94.0,281.0,1000.0,6.3,3.8
1729,25,1OJ5,A,106,2.20,0.17,X,104,105,1,28,40,' steroid receptor coactivator 1a',2.49420456802,42.7350407115,105.0,273.0,1.0,6.3,3.8
1730,25,3HMR,A,90,2.00,0.21,X,90,90,0,16,37,' hepatocyte growth factor',1.89455291386,32.4607680309,90.0,226.0,1.0,6.3,3.8
1731,25,2OVC,A,30,2.07,0.20,X,30,30,0,26,0,' potassium voltage-gated channel subfamily kqt member 4',2.32761899197,39.8808075561,30.0,54.0,1000.0,6.3,3.8
1732,25,1FBQ,B,90,2.00,0.21,X,90,90,0,37,16,' heat shock factor protein',2.98791855705,51.1942054856,90.0,203.0,1.0,6.3,3.8
1733,25,4DD8,C,202,2.10,0.19,X,201,201,1,74,33,' disintegrin and metalloproteinase domain-containing protein 8',3.50939611801,60.1290639505,202.0,607.0,1000.0,6.3,3.8
1734,25,1OEY,M,99,2.00,0.21,X,98,98,3,23,34,' neutrophil cytosol factor 4',2.5511493446,43.710717437,98.0,220.0,1.0,6.3,3.8
1735,25,4A49,A,77,2.21,0.17,X,77,77,1,18,18,' e3 ubiquitin-protein ligase cbl',2.05994694216,35.2945855226,77.0,186.0,1000.0,6.3,3.8
1736,25,2QQD,D,50,2.00,0.21,X,50,50,0,12,15,' pyruvoyl-dependent arginine decarboxylase (ec 4.1.1.19) (pvlargdc)',2.6162847113,44.8267295649,50.0,82.0,1.0,6.3,3.8
1737,25,2Y8F,A,127,2.10,0.19,X,127,127,0,19,67,' ran-binding protein 3',2.61352419864,44.7794316719,127.0,334.0,1000.0,6.3,3.8
1738,25,1T4A,A,80,2.00,0.21,X,80,80,4,23,31,' purs',2.24569481414,38.4771403831,80.0,176.0,1.0,6.3,3.8
1739,25,3BBZ,A,48,2.10,0.19,X,48,48,0,38,0,' p protein',2.24899086612,38.5336140652,48.0,106.0,1000.0,6.3,3.8
1740,25,2HF1,A,61,1.90,0.23,X,61,61,2,10,22,' tetraacyldisaccharide-1-p 4-kinase',2.3600495837,40.4364647286,61.0,114.0,1.0,6.3,3.8
1741,25,2V7Q,J,43,2.10,0.19,X,43,43,0,32,0,' atpase inhibitor',3.25086698373,55.699494211,43.0,77.0,1.0,6.3,3.8
1742,25,1RNI,A,210,1.85,0.24,X,210,210,0,73,52,' orf904',3.74137596755,64.1037452743,210.0,608.0,3.0,6.3,3.8
1743,25,2QJF,B,391,2.20,0.17,X,390,391,0,152,78,' bifunctional 3'-phosphoadenosine 5'- phosphosulfate synthetase 1',6.36023023619,108.974500954,391.0,1089.0,2.0,6.3,3.8
1744,25,1D3B,L,90,2.00,0.21,X,90,90,0,8,47,' protein (small nuclear ribonucleoprotein associated protein b)',1.83374031781,31.4188211107,90.0,231.0,1.0,6.3,3.8
1745,25,1D3B,G,73,2.00,0.21,X,73,73,0,9,39,' protein (small nuclear ribonucleoprotein sm d3)',2.04183107594,34.984193067,73.0,231.0,1.0,6.3,3.8
1746,25,2HKU,A,191,2.00,0.21,X,191,191,3,148,0,' a putative transcriptional regulator',4.92644058027,84.4083285951,191.0,536.0,1.0,6.3,3.8
1747,25,2VTY,A,145,2.10,0.19,X,144,144,1,115,0,' protein f1',6.83170755117,117.052668443,144.0,300.0,1000.0,6.3,3.8
1748,25,2BCX,B,27,2.00,0.21,X,27,27,0,22,0,' ryanodine receptor 1',2.38871170693,40.9275539595,27.0,43.0,1000.0,6.3,3.8
1749,25,3FCD,B,120,1.92,0.23,X,119,119,4,23,50,' lyase',2.7702657143,47.4649993029,119.0,292.0,1000.0,6.3,3.8
1750,25,1QDE,A,202,2.00,0.21,X,201,201,1,86,31,' translation initiation factor 4a',3.63039595583,62.2022431362,201.0,591.0,1.0,6.3,3.8
1751,25,3K6G,E,36,1.95,0.22,X,36,36,2,21,1,' telomeric repeat-binding factor 2',3.14840985476,53.9440208895,36.0,50.0,1000.0,6.3,3.8
1752,25,3R27,A,84,2.04,0.21,X,84,84,0,24,28,' heterogeneous nuclear ribonucleoprotein l',1.61776056971,27.7182812888,84.0,244.0,1000.0,6.3,3.8
1753,25,1RK8,C,33,1.90,0.23,X,33,33,0,0,13,' within the bgcn gene intron protein',1.24005148964,21.2467139118,33.0,57.0,1000.0,6.3,3.8
1754,25,3JVO,A,96,2.10,0.20,X,96,96,4,56,4,' gp6',3.45127736795,59.1332726742,96.0,203.0,1.0,6.3,3.8
1755,25,3N3F,B,53,2.00,0.22,X,53,53,0,8,19,' collagen alpha-1(xv) chain',1.77524936374,30.4166525895,53.0,105.0,1000.0,6.3,3.8
1756,25,1MW5,A,162,2.10,0.20,X,162,162,3,86,25,' hypothetical protein hi1480',4.5070570232,77.2227217627,162.0,383.0,1.0,6.3,3.8
1757,25,3K7C,A,108,2.00,0.22,X,108,108,2,42,35,' putative ntf2-like transpeptidase',2.62927905097,45.0493711405,108.0,286.0,1000.0,6.3,3.8
1758,25,3PT3,A,88,1.97,0.22,X,88,88,0,0,0,' e3 ubiquitin-protein ligase ubr5',2.18438158717,37.4266157854,88.0,223.0,1000.0,6.3,3.8
1759,25,1WQ6,A,59,2.00,0.22,X,59,59,2,53,0,' aml1-eto',5.1039339601,87.4494531725,59.0,107.0,1.0,6.3,3.8
1760,25,1MHH,F,62,2.10,0.20,X,61,61,0,19,28,' protein l domain c',1.42182421434,24.3611596512,62.0,170.0,1.0,6.3,3.8
1761,25,3KIK,E,27,2.10,0.20,X,26,27,0,23,0,' saga-associated factor 11',2.10901309619,36.1352720151,27.0,47.0,1000.0,6.3,3.8
1762,25,2C7N,E,48,2.10,0.20,X,48,48,0,31,4,' rab guanine nucleotide exchange factor 1',2.15571133793,36.9353873254,48.0,109.0,1000.0,6.3,3.8
1763,25,1B4F,H,76,1.95,0.23,X,76,76,0,49,0,' ephb2',3.65673431888,62.6535176755,76.0,154.0,1.0,6.3,3.8
1764,25,2Y3W,C,109,1.98,0.22,X,103,103,6,21,50,' spindle assembly abnormal protein 6 homolog',2.64183510296,45.264503211,103.0,252.0,1000.0,6.3,3.8
1765,25,1A5K,A,100,2.20,0.18,X,100,100,0,55,18,' urease (gamma subunit)',2.44885619814,41.9580537483,100.0,273.0,1.0,6.3,3.8
1766,25,2X62,B,257,2.20,0.18,X,256,256,1,102,39,"' alpha-2,3-/2,8-sialyltransferase'",4.99329001056,85.5537090348,256.0,688.0,1.0,6.3,3.8
1767,25,2I9F,C,55,2.00,0.22,X,54,54,1,25,11,' nucleocapsid',3.44516564077,59.0285559588,55.0,92.0,1.0,6.3,3.8
1768,25,3OAK,C,31,2.15,0.19,X,31,31,0,23,0,' transcription elongation factor spt6',2.85514535128,48.9193045305,31.0,49.0,1000.0,6.3,3.8
1769,25,3D7A,B,134,1.90,0.24,X,134,134,0,44,40,' upf0201 protein ph1010',2.59617031116,44.4820947583,134.0,390.0,1.0,6.3,3.8
1770,25,2HDZ,A,66,2.00,0.22,X,66,66,0,52,0,' nucleolar transcription factor 1',2.81451949416,48.2232318506,66.0,143.0,1000.0,6.3,3.8
1771,25,1CIQ,A,37,2.20,0.18,X,37,37,0,14,8,' chymotrypsin inhibitor 2',3.90433671923,66.8958716486,37.0,40.0,1.0,6.3,3.8
1772,25,1S4C,A,151,2.20,0.18,X,150,150,1,22,61,' protein hi0227',2.67084412364,45.761536091,150.0,397.0,1.0,6.3,3.8
1773,25,1IN0,A,162,2.14,0.19,X,162,162,0,65,49,' yajq protein',3.66861683578,62.8571095739,162.0,418.0,2.0,6.3,3.8
1774,25,3APU,B,172,2.10,0.20,X,172,172,0,43,71,' alpha-1-acid glycoprotein 2',3.32184853093,56.9156732479,172.0,478.0,1000.0,6.3,3.8
1775,25,1M46,B,25,2.10,0.20,X,25,25,0,23,0,"' iq4 motif from myo2p, a class v myosin'",1.97849300289,33.8989752927,25.0,43.0,1000.0,6.3,3.8
1776,25,1WOC,A,99,2.00,0.22,X,99,99,2,8,70,' primosomal replication protein n',1.88044145203,32.2189859799,99.0,262.0,1.0,6.3,3.8
1777,25,3VC8,A,81,2.00,0.22,X,81,81,0,50,6,' RNA-directed RNA polymerase',2.50655887369,42.9467161141,81.0,193.0,1000.0,6.3,3.8
1778,25,4A8J,E,223,2.10,0.20,X,221,221,6,63,60,' elongator complex protein 5',4.69162601987,80.3850780858,221.0,537.0,1000.0,6.3,3.8
1779,25,4F9C,B,88,2.08,0.21,X,88,88,0,0,0,' protein dbf4 homolog a',5.5500695677,95.0934225559,88.0,123.0,1000.0,6.3,3.8
1780,25,1OU0,A,190,2.10,0.20,X,190,190,8,110,23,' precorrin-8x methylmutase related protein',3.22364102841,55.2330119007,190.0,611.0,1.0,6.3,3.8
1781,25,3U5W,A,127,2.05,0.21,X,126,126,1,31,64,' putative uncharacterized protein',2.60688060828,44.6656021535,126.0,321.0,1000.0,6.3,3.8
1782,25,4DNC,E,48,2.05,0.21,X,46,46,2,18,3,' male-specific lethal 1 homolog',8.75770940847,150.052274344,46.0,37.0,1000.0,6.3,3.8
1783,25,4E2K,A,320,2.15,0.19,X,319,319,1,172,45,' DNA primase',5.69712650338,97.6130571575,319.0,927.0,1000.0,6.3,3.8
1784,25,3FRY,B,72,2.00,0.22,X,72,72,0,25,25,' probable copper-exporting p-type atpase a',3.46666584555,59.3969347752,72.0,124.0,1.0,6.3,3.8
1785,25,2XGF,A,216,2.20,0.18,X,216,216,0,6,91,' long tail fiber protein p37',14.3792639128,246.370500878,216.0,167.0,1000.0,6.3,3.8
1786,25,3BEE,A,92,2.15,0.19,X,92,92,2,65,0,' putative yfre protein',2.82568438489,48.4145281322,92.0,238.0,1.0,6.3,3.8
1787,25,3CPS,B,335,1.90,0.24,X,333,333,2,102,89,' glyceraldehyde 3-phosphate dehydrogenase',4.5282659627,77.586110117,333.0,1078.0,2.0,6.3,3.8
1788,25,3MTU,E,68,2.10,0.20,X,67,67,4,60,0,"' head morphogenesis protein, tropomyosin alpha-1 chain'",5.57994139411,95.6052385208,67.0,122.0,1.0,6.3,3.8
1789,25,1MZV,A,216,2.20,0.18,X,211,216,0,79,57,' adenine phosphoribosyltransferase',3.91985400547,67.1617407228,216.0,611.0,1.0,6.3,3.8
1790,25,2WMC,A,175,2.20,0.18,X,174,174,1,49,55,' eukaryotic translation initiation factor 4e',3.18472721304,54.5662728909,174.0,492.0,1000.0,6.3,3.8
1791,25,2HEY,T,136,2.00,0.22,X,135,135,1,0,45,' tumor necrosis factor receptor superfamily member 4',2.32681736079,39.8670726197,135.0,403.0,1000.0,6.3,3.8
1792,25,3SGR,A,25,2.17,0.19,X,25,25,0,0,20,' tandem repeat of amyloid-related segment of alphab- crystallin residues 90-100 mutant v91l',0.776773630503,13.3090337292,25.0,42.0,1000.0,6.3,3.8
1793,25,4HKI,H,162,2.15,0.19,X,162,162,0,0,0,' tankyrase-2',4.22498752306,72.3898176271,162.0,369.0,1000.0,6.3,3.8
1794,25,3KH0,B,106,2.10,0.20,X,105,105,1,18,38,' ral guanine nucleotide dissociation stimulator',2.58929668177,44.3643238122,105.0,237.0,1.0,6.3,3.8
1795,25,2P04,A,107,2.11,0.20,X,107,107,0,21,37,' signal transduction histidine kinase',2.44694193653,41.9252552966,107.0,275.0,1000.0,6.3,3.8
1796,25,1FSE,A,67,2.05,0.21,X,67,67,0,43,0,' gere',2.7630317863,47.3410550958,67.0,153.0,1.0,6.3,3.8
1797,25,2OSE,A,197,2.04,0.22,X,195,195,2,32,56,' probable peptidyl-prolyl cis-trans isomerase',3.40694868022,58.3737566751,195.0,550.0,1000.0,6.3,3.8
1798,25,2HZ5,B,87,2.10,0.20,X,86,86,1,29,31,"' dynein light chain 2a, cytoplasmic'",2.41472490115,41.3732571422,86.0,211.0,1.0,6.3,3.8
1799,25,1BC7,C,93,2.01,0.22,X,93,93,0,38,14,' protein (ets-domain protein)',3.02313052972,51.7975181026,93.0,220.0,1.0,6.3,3.8
1800,25,2J9U,B,47,2.00,0.22,X,47,47,0,7,11,' vacuolar protein sorting-associated protein 36',1.34749408849,23.0876069544,47.0,99.0,1000.0,6.3,3.8
1801,25,2HCJ,A,33,2.12,0.20,X,33,33,0,16,7,' protein chain elongation factor ef-tu',3.45406310172,59.1810026992,33.0,40.0,1000.0,6.3,3.8
1802,25,3FH3,B,147,2.10,0.20,X,147,147,8,115,2,' putative ecf-type sigma factor negative effector',5.38173594774,92.2092388788,147.0,346.0,1.0,6.3,3.8
1803,25,3K7U,C,100,2.10,0.20,X,98,98,2,10,54,' mp18 RNA editing complex protein',1.9614882548,33.6076204409,98.0,254.0,1000.0,6.3,3.8
1804,25,3LYX,B,120,2.00,0.22,X,120,120,0,42,42,' sensory box/ggdef domain protein',2.63909589091,45.217570277,120.0,332.0,1000.0,6.3,3.8
1805,25,3CX5,I,57,1.90,0.25,X,57,57,0,41,0,' cytochrome b-c1 complex subunit 9',5.05571252641,86.6232398947,57.0,95.0,1.0,6.3,3.8
1806,25,3C5T,B,25,2.10,0.20,X,25,25,0,21,0,' exendin-4',1.92164942242,32.9250324344,25.0,43.0,1000.0,6.3,3.8
1807,25,3U12,A,104,2.08,0.21,X,104,104,3,15,58,' usp37 protein',2.12537794011,36.4156629182,104.0,288.0,1000.0,6.3,3.8
1808,25,3LK4,C,29,1.99,0.23,X,29,29,0,4,0,' cd2-associated protein',14.6787072464,251.501083676,29.0,9.0,1000.0,6.3,3.8
1809,25,1BB9,A,83,2.20,0.19,X,83,83,0,15,27,' amphiphysin 2',1.85495191279,31.7822549632,83.0,199.0,1.0,6.3,3.8
1810,25,2YWW,A,141,2.00,0.23,X,141,141,0,21,54,' aspartate carbamoyltransferase regulatory chain',2.81533463233,48.2371982122,141.0,373.0,2.0,6.3,3.8
1811,25,1DM9,A,104,2.00,0.23,X,104,104,0,41,26,' hypothetical 15.5 kd protein in mrca-pcka intergenic region',2.57722575702,44.1575037834,104.0,272.0,1.0,6.3,3.8
1812,25,1MIJ,A,140,2.05,0.22,X,139,139,6,92,0,' protein prospero',4.94482883427,84.7233880707,139.0,311.0,1.0,6.3,3.8
1813,25,3F6G,B,116,2.00,0.23,X,115,115,1,32,49,' alpha-isopropylmalate synthase',2.40468861291,41.2012980367,116.0,329.0,2.0,6.3,3.8
1814,25,3HUU,A,267,1.95,0.24,X,263,265,2,112,51,' transcription regulator like protein',4.37912895585,75.0308361265,265.0,791.0,2.0,6.3,3.8
1815,25,3HZ7,A,74,2.00,0.23,X,74,74,3,31,22,' uncharacterized protein',1.62399724657,27.8251388589,74.0,204.0,1.0,6.3,3.8
1816,25,4DS7,H,45,2.15,0.20,X,43,43,1,33,0,' spindle pole body component 110',4.35266568198,74.5774213985,44.0,68.0,1000.0,6.3,3.8
1817,25,1EZJ,A,114,1.90,0.25,X,114,114,0,92,0,' nucleocapsid phosphoprotein',4.99728017252,85.6220754134,115.0,261.0,2.0,6.3,3.8
1818,25,3FAV,A,74,2.15,0.20,X,74,74,0,65,0,' esat-6-like protein esxb',4.45277343936,76.2926412092,74.0,152.0,1.0,6.3,3.8
1819,25,3T5X,B,30,2.12,0.20,X,30,30,0,15,2,' 26s proteasome complex subunit dss1',3.14071036693,53.8120999033,30.0,37.0,1000.0,6.3,3.8
1820,25,2J59,N,116,2.10,0.21,X,114,114,2,34,38,' rho-gtpase activating protein 10',2.71984097513,46.6010351723,114.0,293.0,1000.0,6.3,3.8
1821,25,1RMD,A,116,2.10,0.21,X,116,116,0,43,18,' rag1',3.67235921905,62.9212305781,116.0,250.0,2.0,6.3,3.8
1822,25,1WWW,V,109,2.20,0.19,X,108,108,1,4,64,' protein (nerve growth factor)',2.30470513675,39.4882076274,108.0,250.0,1.0,6.3,3.8
1823,25,3N7S,A,95,2.10,0.21,X,91,94,1,23,23,' calcitonin gene-related peptide type 1 receptor',2.33908409027,40.0772475148,94.0,228.0,1000.0,6.3,3.8
1824,25,3N7S,C,91,2.10,0.21,X,90,91,0,61,0,' receptor activity-modifying protein 1',2.37929431738,40.7661989002,91.0,228.0,1000.0,6.3,3.8
1825,25,4A1S,C,30,2.10,0.21,X,30,30,0,0,0,' re60102p',5.70838524794,97.805961506,30.0,22.0,1000.0,6.3,3.8
1826,25,2PNV,A,39,2.10,0.21,X,39,39,0,35,0,' small conductance calcium-activated potassium channel protein 2',3.19509661753,54.7439395221,39.0,72.0,1000.0,6.3,3.8
1827,25,3FXD,D,57,2.10,0.21,X,57,57,0,44,0,' protein icmr',2.68603662771,46.0218404334,57.0,129.0,1.0,6.3,3.8
1828,25,2RET,A,84,2.21,0.19,X,84,84,5,23,34,' pseudopilin epsi',2.14159161387,36.6934637118,84.0,203.0,1.0,6.3,3.8
1829,25,3MQP,B,25,2.24,0.18,X,25,25,0,20,0,' phorbol-12-myristate-13-acetate-induced protein 1',2.07540132521,35.5593768301,25.0,41.0,1000.0,6.3,3.8
1830,25,3CTR,A,75,2.10,0.21,X,75,75,0,21,27,' poly(a)-specific ribonuclease parn',2.45662162141,42.0911044547,75.0,154.0,1000.0,6.3,3.8
1831,25,2O71,A,91,2.00,0.23,X,91,91,0,65,0,' death domain-containing protein cradd',3.07157685586,52.6275846283,91.0,223.0,1000.0,6.3,3.8
1832,25,3BHP,C,54,2.01,0.23,X,54,54,2,37,0,' upf0291 protein ynzc',2.80229786317,48.0138296609,54.0,114.0,1.0,6.3,3.8
1833,25,3JTH,A,96,2.00,0.23,X,96,96,4,62,10,' transcription activator hlyu',3.56463752633,61.075555615,96.0,221.0,1.0,6.3,3.8
1834,25,3PGZ,B,114,2.10,0.21,X,114,114,0,10,67,' single-stranded DNA-binding protein',2.24032491059,38.3851338774,114.0,286.0,1.0,6.3,3.8
1835,25,3H8D,F,37,2.20,0.19,X,37,37,0,23,2,' disabled homolog 2',3.65908833253,62.6938507221,37.0,52.0,1000.0,6.3,3.8
1836,25,2YAD,F,78,2.20,0.19,X,76,77,4,17,25,' surfactant protein c brichos domain',2.13600777672,36.5977917244,77.0,178.0,1000.0,6.3,3.8
1837,25,3ZWL,E,39,2.20,0.19,X,39,39,0,27,0,' eukaryotic translation initiation factor 3 subunit b',3.19019985838,54.6600397473,39.0,64.0,1000.0,6.3,3.8
1838,25,1NGN,A,144,2.10,0.21,X,143,144,0,95,0,' methyl-cpg binding protein mbd4',4.15335517139,71.1624878787,144.0,369.0,1.0,6.3,3.8
1839,25,2V8Q,B,74,2.10,0.21,X,73,73,1,0,28,' 5'-amp-activated protein kinase subunit beta-2',4.12620613522,70.6973234808,73.0,85.0,1000.0,6.3,3.8
1840,25,2V8Q,A,103,2.10,0.21,X,102,102,1,28,38,' 5'-amp-activated protein kinase catalytic subunit alpha-1',3.44741848533,59.0671556011,102.0,85.0,1000.0,6.3,3.8
1841,25,2EY4,C,73,2.11,0.21,X,73,73,0,0,32,' small nucleolar rnp similar to gar1',1.33852610191,22.9339518465,73.0,208.0,1.0,6.3,3.8
1842,25,3MYI,A,164,2.20,0.19,X,163,163,1,121,2,' vinculin',3.55290245976,60.8744900914,163.0,493.0,1.0,6.3,3.8
1843,25,3QMB,A,54,2.06,0.22,X,54,54,0,14,2,' cpg-binding protein',1.46841364395,25.1594106034,54.0,134.0,1000.0,6.3,3.8
1844,25,2ADV,B,28,2.24,0.19,X,28,28,0,3,14,' glutaryl 7- aminocephalosporanic acid acylase',1.0551637556,18.078896427,28.0,44.0,1000.0,6.3,3.8
1845,25,2FIC,B,201,1.99,0.23,X,201,201,0,177,0,' bridging integrator 1',7.57697749111,129.821926278,201.0,475.0,1.0,6.3,3.8
1846,25,4ART,A,237,2.15,0.20,X,237,237,0,0,0,' structural protein orf273',5.03204072834,86.2176535737,237.0,642.0,1000.0,6.3,3.8
1847,25,1B5L,A,153,2.10,0.21,X,152,152,1,113,0,' interferon tau',5.00720241374,85.7920804675,152.0,358.0,1.0,6.3,3.8
1848,25,2Z5B,A,130,1.96,0.24,X,127,127,3,39,47,' protein ypl144w',2.45724654164,42.1018116723,127.0,353.0,1000.0,6.3,3.8
1849,25,3RV0,D,233,2.29,0.18,X,232,232,1,144,0,' k. polysporus dcr1',7.79279736914,133.519726929,232.0,518.0,1000.0,6.3,3.8
1850,25,2VQC,A,70,2.30,0.17,X,70,70,2,40,12,' hypothetical 13.2 kda protein',2.17037923825,37.1867032462,70.0,175.0,1000.0,6.3,3.8
1851,25,2V6G,A,364,2.30,0.17,X,364,364,0,149,48,' progesterone 5-beta-reductase',5.71939480321,97.994596311,364.0,1059.0,1000.0,6.3,3.8
1852,25,2HJ1,A,77,2.10,0.22,X,77,77,0,12,32,' hypothetical protein',5.79744942264,99.331963495,77.0,83.0,1.0,6.3,3.8
1853,25,3OEI,G,83,2.15,0.21,X,83,83,0,32,20,' relk (toxin rv3358)',2.24226123385,38.4183103275,83.0,217.0,1.0,6.3,3.8
1854,25,2QDL,B,146,2.20,0.20,X,146,146,0,13,75,' chemotaxis signal transduction protein',3.0583477294,52.4009202781,146.0,367.0,1000.0,6.3,3.8
1855,25,1JLX,A,299,2.20,0.20,X,299,299,0,20,131,' agglutinin',4.23592933404,72.5772917196,299.0,915.0,2.0,6.3,3.8
1856,25,4FI5,A,71,2.20,0.20,X,71,71,0,64,0,' nucleoprotein',3.00681176446,51.5179166992,71.0,168.0,1000.0,6.3,3.8
1857,25,3KZA,A,150,2.00,0.24,X,149,149,1,25,62,' beta-lactoglobulin',2.7583428435,47.2607159913,149.0,427.0,1.0,6.3,3.8
1858,25,3EVS,C,85,2.10,0.22,X,85,85,0,8,30,' bone morphogenetic protein receptor type-1b',1.64399280255,28.1677374211,85.0,232.0,1.0,6.3,3.8
1859,25,2VAN,A,241,2.10,0.22,X,240,240,1,106,42,' DNA polymerse beta',4.9449021862,84.7246448632,240.0,655.0,3.0,6.3,3.8
1860,25,1F2L,A,64,2.00,0.24,X,64,64,0,17,18,' fractalkine',1.7248872626,29.5537616822,64.0,148.0,1.0,6.3,3.8
1861,25,3SL9,F,27,2.20,0.20,X,26,27,0,21,0,' b-cell cll/lymphoma 9 protein',2.25763739268,38.681761362,27.0,44.0,1000.0,6.3,3.8
1862,25,1FQJ,C,38,2.02,0.23,X,38,38,0,15,0,"' retinal rod rhodopsin-sensitive cgmp 3',5'- cyclic phosphodiesterase gamma-subunit'",2.38823652451,40.9194123097,38.0,61.0,1.0,6.3,3.8
1863,25,2W36,A,223,2.10,0.22,X,223,223,0,59,61,' endonuclease v',3.27113186155,56.0467072624,223.0,739.0,1.0,6.3,3.8
1864,25,4B6W,A,86,2.35,0.17,X,86,86,3,0,0,' tubulin-specific chaperone',1.72854650058,29.616458097,86.0,235.0,1000.0,6.3,3.8
1865,25,2G9T,U,118,2.10,0.22,X,116,116,2,36,17,' orf1a polyprotein',2.65204554739,45.4394462626,116.0,309.0,1000.0,6.3,3.8
1866,25,3K7B,A,86,2.10,0.22,X,85,85,4,18,26,' protein a33',2.1138690996,36.2184734919,85.0,200.0,1000.0,6.3,3.8
1867,25,3GWL,B,102,2.10,0.22,X,102,102,0,72,0,' fad-linked sulfhydryl oxidase',4.39103001296,75.2347456882,102.0,219.0,1.0,6.3,3.8
1868,25,4DAC,A,26,2.10,0.22,X,26,26,0,21,0,' computationally designed crystal forming protein p6d',2.07319885971,35.5216403693,26.0,45.0,1000.0,6.3,3.8
1869,25,2VJE,A,60,2.20,0.20,X,60,60,0,12,17,' e3 ubiquitin-protein ligase mdm2',1.46339752181,25.0734656946,60.0,157.0,1000.0,6.3,3.8
1870,25,3GJ4,D,25,2.15,0.21,X,25,25,0,0,6,' nuclear pore complex protein nup153',0.840838592896,14.4067058332,25.0,49.0,1000.0,6.3,3.8
1871,25,3MI9,C,49,2.10,0.22,X,49,49,0,12,0,' protein tat',3.44256889999,58.9840640899,49.0,70.0,1000.0,6.3,3.8
1872,25,1UAD,C,92,2.10,0.22,X,92,92,0,6,43,' exocyst complex component sec5',1.33643289092,22.8980873237,92.0,311.0,1.0,6.3,3.8
1873,25,2Z5I,I,36,2.10,0.22,X,36,36,0,32,0,' tropomyosin alpha-1 chain and general control protein gcn4',2.92800808693,50.1677153522,36.0,66.0,1000.0,6.3,3.8
1874,25,3V4H,B,133,2.10,0.22,X,129,129,4,10,72,' hypothetical protein',2.43640135535,41.7446557694,129.0,348.0,1000.0,6.3,3.8
1875,25,1KO1,B,166,2.09,0.22,X,164,164,2,83,27,' gluconate kinase',3.71551863813,63.6607126379,164.0,425.0,1.0,6.3,3.8
1876,25,3G43,F,45,2.10,0.22,X,45,45,0,41,0,' voltage-dependent l-type calcium channel subunit alpha-1c',3.83755709429,65.7516872353,45.0,82.0,1000.0,6.3,3.8
1877,25,1PUI,B,166,2.00,0.24,X,164,164,2,63,45,' probable gtp-binding protein engb',3.38417111428,57.9834918906,164.0,436.0,1.0,6.3,3.8
1878,25,2COQ,A,108,2.10,0.22,X,108,108,0,3,61,' new antigen receptor variable domain',1.86101345155,31.8861117634,108.0,292.0,1.0,6.3,3.8
1879,25,3M8E,B,93,2.00,0.24,X,93,93,0,49,19,' putative DNA-binding protein',3.11935388486,53.4461835939,93.0,217.0,1000.0,6.3,3.8
1880,25,1DYN,A,113,2.20,0.20,X,113,113,0,16,47,' dynamin',2.35957290822,40.4282974971,113.0,306.0,1.0,6.3,3.8
1881,25,1TUE,A,202,2.10,0.22,X,201,201,1,86,30,' replication protein e1',3.97403228543,68.0900170276,201.0,568.0,1.0,6.3,3.8
1882,25,4DXR,B,25,2.32,0.18,X,25,25,0,3,4,' nesprin-1',4.93073196412,84.4818560299,25.0,15.0,1000.0,6.3,3.8
1883,25,2NV4,A,133,2.20,0.20,X,133,133,2,20,46,' upf0066 protein af_0241',2.53121942152,43.3692434115,134.0,352.0,1.0,6.3,3.8
1884,25,3JY6,A,264,1.97,0.25,X,263,263,1,100,58,"' transcriptional regulator, laci family'",4.42041816214,75.7382744555,263.0,776.0,2.0,6.3,3.8
1885,25,2E43,A,62,2.10,0.22,X,62,62,0,58,0,' ccaat/enhancer-binding protein beta',5.170607549,88.5918207924,62.0,117.0,1.0,6.3,3.8
1886,25,2I39,E,118,2.20,0.20,X,118,118,0,89,0,' protein n1',3.99872418346,68.5130814711,118.0,274.0,1000.0,6.3,3.8
1887,25,4E9K,A,240,2.31,0.18,X,240,240,3,19,115,' hypothetical protein',3.64785895385,62.5014495207,240.0,710.0,1000.0,6.3,3.8
1888,25,1NCH,A,100,2.10,0.22,X,98,98,2,0,41,' n-cadherin',1.97981938306,33.9217011392,98.0,254.0,1.0,6.3,3.8
